epoch,accuracy,loss,val_accuracy,val_loss
0,0.5372396111488342,1.1908127069473267,0.5456730723381042,1.1615612506866455
1,0.571093738079071,1.054413080215454,0.5697115659713745,1.0413447618484497
2,0.6122395992279053,0.9666306972503662,0.6105769276618958,0.9952113628387451
3,0.6528645753860474,0.8673482537269592,0.6153846383094788,0.9389636516571045
4,0.6898437738418579,0.7784319519996643,0.629807710647583,0.8785368800163269
5,0.7325521111488342,0.7122227549552917,0.6322115659713745,0.8682495355606079
6,0.7578125,0.6447328925132751,0.6682692170143127,0.9157351851463318
7,0.776562511920929,0.594461977481842,0.7331730723381042,0.7500497102737427
8,0.8065103888511658,0.5255467295646667,0.6682692170143127,0.8203285932540894
9,0.8255208134651184,0.4727476239204407,0.7307692170143127,0.7207497954368591
10,0.85546875,0.41873419284820557,0.6634615659713745,0.808993399143219
11,0.8666666746139526,0.38124075531959534,0.7427884340286255,0.7267299890518188
12,0.889843761920929,0.33625301718711853,0.7403846383094788,0.8113436102867126
13,0.9046875238418579,0.2910001575946808,0.7043269276618958,0.8347588777542114
14,0.9205729365348816,0.2502206861972809,0.7211538553237915,0.829395055770874
15,0.9330729246139526,0.2212718427181244,0.7307692170143127,0.8091037273406982
16,0.9377604126930237,0.20466384291648865,0.7524038553237915,0.7939052581787109
17,0.9520833492279053,0.16656546294689178,0.6875,0.9721643924713135
18,0.9536458253860474,0.14951099455356598,0.7259615659713745,0.8539071679115295
19,0.9596354365348816,0.13854506611824036,0.7307692170143127,0.9298059940338135
20,0.9593750238418579,0.13644346594810486,0.75,0.886107861995697
21,0.965624988079071,0.12422430515289307,0.754807710647583,0.8396524786949158
22,0.9658854007720947,0.12237552553415298,0.7307692170143127,0.9038907289505005
23,0.9682291746139526,0.11614354699850082,0.7475961446762085,0.9428560733795166
24,0.9705728888511658,0.10668723285198212,0.7620192170143127,0.937301754951477
25,0.9684895873069763,0.10960164666175842,0.75,0.9183619022369385
26,0.969531238079071,0.11129824072122574,0.7403846383094788,1.0082207918167114
27,0.9750000238418579,0.09633679687976837,0.7211538553237915,0.9686298370361328
28,0.981249988079071,0.07759805768728256,0.6899038553237915,1.3034005165100098
29,0.9789062738418579,0.08719556033611298,0.745192289352417,1.0765342712402344
